"Date","Price","Open","High","Low","Vol.","Change %"
"11/13/2023","22,000.0","22,100.0","22,100.0","22,000.0","0.04K","-5.98%"
"11/08/2023","23,400.0","22,999.0","23,400.0","22,999.0","0.20K","1.74%"
"11/07/2023","23,000.0","23,000.0","23,000.0","23,000.0","","2.68%"
"11/03/2023","22,400.0","22,400.0","22,400.0","22,400.0","0.02K","0.00%"
"11/02/2023","22,400.0","22,400.0","22,400.0","22,400.0","","-1.54%"
"11/01/2023","22,750.0","22,550.0","22,750.0","22,550.0","0.04K","2.25%"
"10/30/2023","22,250.0","22,250.0","22,250.0","21,600.0","0.08K","1.60%"
"10/27/2023","21,900.0","21,900.0","21,900.0","21,900.0","0.02K","4.29%"
"10/25/2023","21,000.0","21,900.0","21,900.0","21,000.0","0.04K","-4.55%"
"10/23/2023","22,000.0","22,000.0","22,000.0","22,000.0","0.02K","0.00%"
"10/19/2023","22,000.0","20,255.0","22,000.0","20,125.0","0.12K","3.53%"
"10/10/2023","21,250.0","20,850.0","21,250.0","20,850.0","0.10K","2.66%"
"10/06/2023","20,700.0","20,650.0","20,700.0","20,650.0","0.18K","0.49%"
"10/05/2023","20,600.0","20,400.0","20,600.0","20,400.0","0.12K","0.49%"
"10/04/2023","20,500.0","20,425.0","20,500.0","20,425.0","0.10K","0.10%"
"10/03/2023","20,480.0","20,500.0","20,500.0","20,250.0","0.12K","-0.34%"
"09/28/2023","20,550.0","20,550.0","20,550.0","20,550.0","0.08K","0.00%"
"09/27/2023","20,550.0","20,550.0","20,550.0","20,550.0","0.02K","2.24%"
"09/21/2023","20,100.0","20,355.0","20,355.0","20,100.0","0.06K","-5.43%"
"09/15/2023","21,255.0","21,255.0","21,255.0","21,255.0","0.06K","0.00%"
"09/12/2023","21,255.0","21,255.0","21,255.0","21,255.0","0.02K","0.00%"
"09/11/2023","21,255.0","21,255.0","21,255.0","21,255.0","","-7.18%"
"08/25/2023","22,900.0","22,999.0","22,999.0","22,500.0","0.16K","-4.58%"
"08/24/2023","24,000.0","23,800.0","24,000.0","23,800.0","0.14K","0.00%"
"08/23/2023","24,000.0","24,000.0","24,000.0","24,000.0","0.02K","0.00%"
"08/22/2023","24,000.0","24,000.0","24,000.0","24,000.0","0.08K","0.00%"
"08/11/2023","24,000.0","24,000.0","24,000.0","24,000.0","0.14K","0.00%"
"08/10/2023","24,000.0","24,000.0","24,000.0","24,000.0","0.06K","0.00%"
"08/08/2023","24,000.0","24,000.0","24,000.0","24,000.0","0.04K","0.00%"
"08/07/2023","24,000.0","23,333.0","24,000.0","23,333.0","0.04K","-5.13%"
"08/04/2023","25,299.0","24,888.0","25,500.0","24,000.0","0.12K","7.38%"
"08/03/2023","23,560.0","23,500.0","23,560.0","23,500.0","0.01K","-3.05%"
"07/31/2023","24,300.0","23,499.0","23,850.0","23,499.0","0.08K","7.52%"
"07/27/2023","22,600.0","22,600.0","22,600.0","22,600.0","0.01K","-2.16%"
"07/26/2023","23,100.0","22,501.0","23,100.0","23,100.0","0.00K","1.32%"
"07/25/2023","22,800.0","22,501.0","22,800.0","22,500.0","0.08K","-0.87%"
"07/21/2023","23,000.0","23,000.0","23,000.0","22,850.0","0.02K","0.03%"
"07/20/2023","22,994.0","23,000.0","23,000.0","22,994.0","0.01K","2.42%"
"07/19/2023","22,450.0","22,555.0","22,555.0","22,400.0","0.10K","-3.23%"
"07/18/2023","23,200.0","23,050.0","23,200.0","23,000.0","0.01K","3.11%"
"07/17/2023","22,500.0","22,500.0","22,500.0","22,500.0","0.02K","2.27%"
"07/14/2023","22,000.0","22,000.0","22,000.0","22,000.0","0.02K","-6.38%"
"07/13/2023","23,500.0","23,500.0","23,500.0","23,500.0","0.01K","2.62%"
"07/12/2023","22,901.0","22,901.0","22,901.0","22,901.0","0.02K","-1.50%"
"07/11/2023","23,250.0","24,000.0","24,000.0","23,250.0","0.00K","-2.92%"
"07/10/2023","23,950.0","23,950.0","23,950.0","23,950.0","0.00K","1.91%"
"07/07/2023","23,500.0","24,000.0","24,000.0","23,500.0","0.01K","2.17%"
"07/06/2023","23,000.0","23,500.0","23,500.0","23,000.0","0.01K","-2.13%"
"07/05/2023","23,500.0","24,000.0","24,000.0","23,500.0","0.00K","-2.08%"
"07/03/2023","24,000.0","24,000.0","24,000.0","24,000.0","0.00K","4.35%"
"06/27/2023","23,000.0","25,208.6","25,208.6","23,000.0","0.01K","-1.92%"
"06/22/2023","23,449.9","23,449.9","23,449.9","23,449.9","0.02K","6.60%"
"06/21/2023","21,999.0","21,003.0","21,999.0","21,003.0","0.04K","-4.35%"
"06/19/2023","23,000.0","23,000.0","23,000.0","22,800.0","0.00K","4.55%"
"06/16/2023","22,000.0","23,399.0","23,399.0","22,000.0","0.14K","-2.65%"
"06/14/2023","22,600.0","23,200.0","23,200.0","22,500.0","0.16K","2.21%"
"06/13/2023","22,111.0","22,111.0","22,111.0","22,111.0","0.02K","-3.87%"
"06/12/2023","23,000.0","23,399.0","23,399.0","23,000.0","0.04K","3.61%"
"06/09/2023","22,198.0","22,000.0","22,900.0","21,800.0","0.12K","-4.31%"
"06/08/2023","23,199.0","23,199.0","23,199.0","23,199.0","0.02K","0.87%"
"06/07/2023","22,999.0","23,000.0","23,000.0","22,999.0","0.01K","0.00%"
"06/06/2023","23,000.0","22,800.0","23,000.0","22,800.0","0.04K","4.55%"
"06/05/2023","22,000.0","22,300.0","22,300.0","22,000.0","0.01K","-0.23%"
"06/02/2023","22,050.0","22,050.0","22,050.0","22,050.0","0.02K","-2.00%"
"05/31/2023","22,499.0","22,100.0","22,499.0","21,655.0","0.08K","-3.85%"
"05/23/2023","23,400.0","21,800.0","23,435.0","21,800.0","0.20K","4.00%"
"05/22/2023","22,500.0","22,500.0","22,500.0","22,500.0","0.00K","2.27%"
"05/19/2023","22,000.0","21,499.0","22,000.0","21,499.0","0.06K","7.03%"
"05/17/2023","20,555.0","20,500.0","20,555.0","20,500.0","0.00K","-1.18%"
"05/16/2023","20,800.0","20,999.0","22,500.0","20,800.0","0.08K","-0.95%"
"05/15/2023","21,000.0","21,000.0","21,000.0","21,000.0","0.01K","0.00%"
"05/09/2023","21,000.0","21,000.0","21,000.0","21,000.0","0.02K","0.00%"
"05/08/2023","20,999.6","20,999.6","20,999.6","20,999.6","0.02K","-5.15%"
"05/03/2023","22,140.0","22,100.0","22,140.0","22,100.0","0.12K","6.96%"
"05/02/2023","20,700.0","20,747.0","20,747.0","18,500.1","0.36K","7.53%"
"04/28/2023","19,250.0","18,500.0","19,350.0","18,500.0","0.12K","6.94%"
"04/27/2023","18,000.0","17,700.0","18,000.0","17,700.0","0.46K","0.00%"
"04/20/2023","18,000.0","18,000.0","18,000.0","18,000.0","0.02K","0.00%"
"04/19/2023","18,000.0","18,000.0","18,000.0","18,000.0","0.02K","0.56%"
"04/18/2023","17,900.0","17,500.1","18,305.0","17,500.1","0.10K","-2.19%"
"04/12/2023","18,300.0","18,500.0","18,500.0","18,300.0","0.10K","1.67%"
"04/11/2023","18,000.0","18,200.0","18,800.0","18,000.0","0.10K","0.00%"
"04/06/2023","18,000.0","18,400.0","18,500.0","18,000.0","0.18K","0.00%"
"04/03/2023","18,000.0","17,992.0","18,000.0","17,992.0","0.04K","1.41%"
"03/31/2023","17,750.0","17,750.0","17,900.0","17,900.0","0.02K","-0.84%"
"03/30/2023","17,900.0","17,900.0","17,900.0","17,900.0","0.02K","-0.56%"
"03/29/2023","18,000.0","18,002.0","18,050.0","18,000.0","0.24K","-2.70%"
"03/28/2023","18,500.0","18,005.0","18,500.0","18,000.0","0.30K","3.21%"
"03/22/2023","17,925.0","17,902.0","17,925.0","17,902.0","0.04K","-1.81%"
"03/20/2023","18,256.0","18,256.0","18,256.0","18,256.0","0.04K","-4.94%"
"03/17/2023","19,205.0","19,205.0","18,200.0","18,200.0","0.02K","5.52%"
"03/16/2023","18,200.0","16,850.0","19,570.0","16,850.0","0.18K","-0.05%"
"03/10/2023","18,210.0","19,000.1","19,000.1","18,210.0","0.04K","-6.88%"
"03/08/2023","19,555.0","20,000.0","20,000.0","19,500.1","0.06K","-6.04%"
"03/03/2023","20,811.6","20,812.0","21,998.0","20,811.6","0.06K","-7.50%"
"03/02/2023","22,499.0","21,274.0","22,499.0","21,274.0","0.06K","-2.17%"
"03/01/2023","22,998.0","22,998.0","22,998.0","22,998.0","0.04K","2.21%"
"02/28/2023","22,500.0","22,500.0","22,500.0","22,500.0","0.02K","7.40%"
"02/27/2023","20,950.0","20,965.0","20,965.0","20,950.0","0.04K","7.13%"
"02/24/2023","19,555.0","19,500.0","19,555.0","19,500.0","0.04K","7.39%"
"02/21/2023","18,210.0","18,555.0","18,555.0","18,210.0","0.16K","0.00%"
"02/17/2023","18,210.0","20,870.0","20,870.0","18,201.0","0.08K","-6.26%"
"02/15/2023","19,426.0","20,000.0","20,000.0","19,426.0","0.06K","-7.50%"
"02/14/2023","21,000.0","21,500.0","21,500.0","21,000.0","0.12K","-6.67%"
"02/07/2023","22,500.0","22,500.0","22,500.0","22,500.0","0.04K","-6.25%"
"02/01/2023","24,000.0","23,500.0","24,000.0","23,500.0","0.08K","0.00%"
"01/09/2023","24,000.0","24,000.0","24,000.0","24,000.0","0.02K","0.00%"
"01/06/2023","24,000.0","24,000.0","24,000.0","24,000.0","0.02K","0.00%"
"01/02/2023","24,000.0","24,000.0","24,000.0","24,000.0","0.02K","-4.00%"
"12/16/2022","25,000.0","24,500.0","25,000.0","24,500.0","0.04K","4.17%"
"12/15/2022","24,000.0","24,000.0","24,000.0","24,000.0","0.02K","-4.00%"
"12/13/2022","25,000.0","25,000.0","25,000.0","25,000.0","0.02K","0.00%"
"12/12/2022","25,000.0","25,000.0","25,000.0","25,000.0","0.20K","-2.91%"
"11/30/2022","25,750.0","25,750.0","25,750.0","25,750.0","0.04K","0.00%"
"11/21/2022","25,750.0","25,750.0","25,750.0","25,750.0","0.10K","-0.96%"
"11/02/2022","26,000.0","26,000.0","26,000.0","26,000.0","0.02K","0.00%"
"10/18/2022","26,000.0","26,000.0","26,000.0","26,000.0","0.02K","0.00%"
"10/17/2022","26,000.0","26,000.0","26,000.0","26,000.0","0.02K","0.00%"
"10/10/2022","25,999.0","25,100.0","25,999.0","25,100.0","0.06K","1.96%"
"10/06/2022","25,500.0","25,500.0","25,500.0","25,500.0","0.02K","0.00%"
"10/05/2022","25,500.0","25,500.0","25,500.0","25,500.0","0.04K","2.00%"
"10/04/2022","25,000.0","25,000.0","25,000.0","25,000.0","0.02K","0.00%"
"09/30/2022","25,000.0","25,000.0","25,000.0","25,000.0","0.02K","0.00%"
"09/28/2022","25,000.0","25,000.0","25,000.0","25,000.0","0.08K","0.00%"
"09/26/2022","25,000.0","25,000.0","25,000.0","25,000.0","0.08K","0.00%"
"09/22/2022","25,000.0","25,000.0","25,000.0","25,000.0","0.04K","0.00%"
"09/21/2022","25,000.0","25,000.0","25,000.0","25,000.0","0.02K","0.00%"
"09/16/2022","25,000.0","25,000.0","25,000.0","25,000.0","0.02K","0.00%"
"09/12/2022","25,000.0","25,000.0","25,000.0","25,000.0","0.02K","-1.96%"
"09/09/2022","25,500.0","25,000.0","25,500.0","25,000.0","0.06K","2.00%"
"09/05/2022","25,000.0","25,000.0","25,000.0","25,000.0","0.14K","0.00%"
"08/31/2022","25,000.0","25,000.0","25,000.0","25,000.0","0.02K","0.00%"
"08/22/2022","25,000.0","25,000.0","25,000.0","25,000.0","0.02K","0.00%"
"08/17/2022","25,000.0","25,000.0","25,000.0","25,000.0","0.10K","0.00%"
"08/15/2022","25,000.0","25,000.0","25,000.0","25,000.0","0.02K","0.00%"
"08/11/2022","25,000.0","25,500.0","25,500.0","25,000.0","0.08K","0.00%"
"08/05/2022","25,000.0","25,000.0","25,000.0","25,000.0","0.00K","2.04%"
"07/25/2022","24,500.0","24,500.0","24,500.0","24,500.0","0.02K","1.03%"
"07/21/2022","24,250.0","24,250.0","24,250.0","24,250.0","0.02K","0.21%"
"07/06/2022","24,200.0","23,000.0","24,299.0","23,000.0","0.06K","0.83%"
"07/05/2022","24,000.0","24,000.0","24,000.0","24,000.0","0.02K","-6.43%"
"06/22/2022","25,650.0","25,650.0","25,650.0","25,650.0","0.02K","-3.20%"
"06/21/2022","26,499.0","25,650.0","25,650.0","25,650.0","0.04K","2.71%"
"06/17/2022","25,800.0","25,800.0","25,800.0","25,800.0","0.02K","7.50%"
"06/15/2022","24,000.0","25,400.0","25,490.0","24,000.0","0.08K","-2.83%"
"06/14/2022","24,700.0","24,500.0","24,700.0","24,500.0","0.04K","7.39%"
"06/13/2022","23,000.0","23,000.0","23,000.0","23,000.0","0.02K","-7.26%"
"06/09/2022","24,800.0","24,800.0","24,800.0","24,800.0","0.02K","-0.40%"
"06/03/2022","24,900.0","24,900.0","24,900.0","24,900.0","0.02K","-0.40%"
"06/02/2022","24,999.0","25,000.0","25,000.0","25,000.0","0.02K","0.00%"
"05/31/2022","25,000.0","25,000.0","25,000.0","25,000.0","0.02K","0.00%"
"05/10/2022","25,000.0","25,000.0","25,213.0","25,000.0","0.02K","-1.96%"
"04/19/2022","25,500.0","25,500.0","25,500.0","25,500.0","0.04K","0.00%"
"04/07/2022","25,500.0","24,999.0","25,999.0","24,999.0","0.12K","4.08%"
"04/06/2022","24,500.0","24,499.0","24,500.0","23,755.0","0.04K","2.08%"
"04/01/2022","24,000.0","24,000.0","24,000.0","24,000.0","0.02K","0.00%"
"03/31/2022","24,000.0","23,900.0","24,000.0","23,900.0","0.04K","0.00%"
"03/30/2022","24,000.0","24,000.0","24,000.0","24,000.0","0.02K","0.00%"
"03/29/2022","24,000.0","24,000.0","24,000.0","24,000.0","0.02K","0.00%"
"03/24/2022","24,000.0","22,500.0","24,499.0","22,500.0","0.18K","2.35%"
"03/22/2022","23,449.5","21,511.0","23,499.0","21,511.0","0.08K","0.86%"
"03/21/2022","23,249.5","23,299.0","23,299.0","23,200.0","0.04K","6.28%"
"03/18/2022","21,875.0","21,000.0","23,000.0","21,000.0","0.08K","1.74%"
"03/17/2022","21,500.0","21,500.0","21,500.0","21,500.0","0.02K","-1.37%"
"03/16/2022","21,799.0","21,500.0","21,799.0","21,500.0","0.04K","-0.46%"
"03/15/2022","21,899.0","21,000.0","21,899.0","21,000.0","0.06K","2.33%"
"03/08/2022","21,400.0","21,400.0","21,400.0","21,400.0","0.02K","0.00%"
"03/03/2022","21,400.0","21,400.0","21,400.0","21,400.0","0.02K","0.00%"
"03/01/2022","21,400.0","21,350.0","21,400.0","21,350.0","0.06K","0.00%"
"02/28/2022","21,400.0","21,250.0","21,500.0","21,250.0","0.08K","-0.47%"
"02/18/2022","21,500.0","21,500.0","21,500.0","21,500.0","0.02K","2.38%"
"02/15/2022","21,000.0","20,900.0","21,000.0","20,900.0","0.04K","0.00%"
"02/10/2022","21,000.0","21,000.0","21,000.0","21,000.0","0.02K","0.00%"
"02/07/2022","21,000.0","21,000.0","21,000.0","21,000.0","0.06K","-6.29%"
"01/26/2022","22,409.0","22,410.0","22,410.0","22,409.0","0.04K","6.71%"
"01/19/2022","20,999.0","20,999.0","20,999.0","20,999.0","0.02K","0.48%"
"01/18/2022","20,899.0","20,899.0","20,899.0","20,899.0","0.02K","2.00%"
"01/14/2022","20,490.0","20,499.0","20,499.0","20,490.0","0.04K","0.82%"
"01/13/2022","20,324.0","19,555.0","20,349.0","19,555.0","0.06K","0.87%"
"01/12/2022","20,149.0","20,149.0","20,149.0","20,149.0","0.02K","3.33%"
"01/10/2022","19,500.0","19,500.0","19,500.0","19,500.0","0.02K","0.78%"
"01/06/2022","19,350.0","19,350.0","19,350.0","19,350.0","0.02K","-0.77%"
"01/04/2022","19,500.0","19,500.0","19,500.0","19,500.0","0.02K","2.63%"
"12/30/2021","19,000.0","18,100.0","19,399.0","18,100.0","0.08K","0.00%"
"12/28/2021","19,000.0","19,000.0","19,000.0","19,000.0","0.02K","0.00%"
"12/24/2021","19,000.0","19,000.0","19,000.0","19,000.0","0.02K","0.00%"
"12/16/2021","19,000.0","19,000.0","19,000.0","19,000.0","0.02K","-4.76%"
"12/07/2021","19,950.0","19,950.0","19,950.0","19,950.0","0.04K","2.31%"
"12/03/2021","19,500.0","19,500.0","19,500.0","19,500.0","0.02K","-4.41%"
"12/02/2021","20,400.0","20,400.0","20,400.0","20,400.0","0.02K","7.37%"
"11/25/2021","19,000.0","19,000.0","19,000.0","19,000.0","0.02K","-2.56%"
"11/24/2021","19,500.0","19,500.0","19,500.0","19,500.0","0.02K","0.00%"
"11/23/2021","19,500.0","19,500.0","19,500.0","19,500.0","0.02K","-2.50%"
"11/19/2021","19,999.0","20,499.0","20,499.0","19,990.0","0.08K","-0.01%"
"11/18/2021","20,000.0","20,000.0","20,000.0","20,000.0","0.02K","5.82%"
"11/16/2021","18,900.0","18,750.0","19,000.0","18,750.0","0.18K","-0.26%"
"11/15/2021","18,949.5","18,020.0","18,999.0","18,020.0","0.06K","-2.72%"
"11/12/2021","19,479.0","17,031.0","19,700.0","17,031.0","0.06K","5.87%"
"11/11/2021","18,399.0","18,399.0","19,813.0","18,399.0","0.02K","-8.01%"
"11/04/2021","20,000.0","20,000.0","20,000.0","20,000.0","0.02K","-2.44%"
"11/02/2021","20,500.0","20,100.0","20,500.0","20,100.0","0.04K","-2.38%"
"10/22/2021","21,000.0","21,000.0","21,000.0","21,000.0","0.02K","0.00%"
"10/14/2021","21,000.0","21,000.0","21,000.0","21,000.0","0.04K","2.94%"
"10/08/2021","20,400.0","20,400.0","20,400.0","20,400.0","0.02K","6.25%"
"10/07/2021","19,200.0","19,200.0","19,200.0","19,200.0","0.02K","1.05%"
"09/30/2021","19,000.0","19,000.0","19,000.0","19,000.0","0.02K","0.00%"
"09/28/2021","19,000.0","19,000.0","19,000.0","19,000.0","0.04K","-5.78%"
"09/27/2021","20,165.0","20,165.0","20,165.0","20,165.0","0.02K","-7.50%"
"09/10/2021","21,800.0","21,800.0","21,800.0","21,800.0","0.02K","7.39%"
"09/07/2021","20,300.0","20,300.0","21,945.0","20,300.0","0.04K","-8.13%"
"09/03/2021","22,096.0","20,096.0","22,096.0","20,096.0","0.06K","1.72%"
"09/02/2021","21,723.4","21,722.9","21,723.8","21,722.9","0.04K","7.50%"
"09/01/2021","20,208.2","20,255.0","20,262.7","20,100.0","0.20K","7.21%"
"08/31/2021","18,849.0","16,999.0","18,849.0","16,999.0","0.06K","4.72%"
"08/26/2021","18,000.0","18,000.0","18,000.0","18,000.0","0.02K","2.51%"
"08/23/2021","17,560.0","17,300.0","17,560.0","17,300.0","0.06K","1.50%"
"08/20/2021","17,300.0","17,300.0","17,300.0","17,300.0","0.10K","1.76%"
"08/13/2021","17,000.0","17,000.0","17,000.0","17,000.0","0.02K","0.00%"
"08/11/2021","17,000.0","16,990.0","17,000.0","16,990.0","0.10K","0.00%"
"08/05/2021","16,999.5","16,999.0","17,000.0","16,999.0","0.04K","0.59%"
"08/04/2021","16,900.0","16,900.0","16,900.0","16,900.0","0.02K","0.00%"
"08/03/2021","16,900.0","16,849.0","16,900.0","16,849.0","0.06K","3.05%"
"07/27/2021","16,399.5","16,749.0","16,749.0","16,300.0","0.10K","0.00%"
"07/26/2021","16,400.0","16,400.0","16,400.0","16,400.0","0.02K","2.50%"
"07/19/2021","16,000.0","16,000.0","16,000.0","16,000.0","0.02K","0.00%"
"07/16/2021","16,000.0","16,000.0","16,000.0","16,000.0","0.02K","-2.97%"
"07/15/2021","16,489.0","16,000.0","16,489.0","16,000.0","0.06K","0.86%"
"07/14/2021","16,349.0","16,349.0","16,349.0","16,349.0","0.02K","-0.73%"
"07/13/2021","16,470.0","16,470.0","16,470.0","16,470.0","0.02K","1.74%"
"07/09/2021","16,189.0","15,700.0","16,199.0","15,700.0","0.06K","4.08%"
"07/07/2021","15,555.0","15,655.0","16,400.0","15,501.0","0.36K","-1.55%"
"07/05/2021","15,800.0","16,000.0","16,000.0","15,800.0","0.04K","-1.25%"
"07/02/2021","16,000.0","16,500.0","16,500.0","16,000.0","0.12K","-5.83%"
"07/01/2021","16,990.0","16,950.0","16,990.0","16,950.0","0.04K","3.76%"
"06/30/2021","16,373.8","15,755.0","16,995.0","15,755.0","0.12K","-0.76%"
"06/29/2021","16,500.0","16,500.0","16,500.0","16,500.0","0.04K","0.00%"
"06/28/2021","16,500.0","16,500.0","16,500.0","16,500.0","0.02K","0.00%"
"06/22/2021","16,500.0","16,888.0","16,888.0","16,500.0","0.04K","5.03%"
"06/21/2021","15,710.0","15,710.0","15,710.0","15,710.0","0.02K","-5.08%"
"06/16/2021","16,550.0","16,800.0","16,800.0","16,550.0","1.08K","-1.49%"
"06/15/2021","16,800.0","16,800.0","16,800.0","16,800.0","0.04K","0.00%"
"06/11/2021","16,800.0","16,800.0","16,800.0","16,800.0","0.02K","1.82%"
"06/09/2021","16,500.0","16,500.0","16,500.0","16,500.0","0.12K","0.00%"
"06/08/2021","16,500.0","16,500.0","16,500.0","16,500.0","0.04K","-4.06%"
"06/07/2021","17,199.0","16,500.0","17,199.0","16,500.0","0.16K","5.52%"
"06/03/2021","16,300.0","16,500.0","16,500.0","16,300.0","0.06K","-1.21%"
"06/02/2021","16,499.0","16,499.0","16,499.0","16,499.0","0.02K","4.09%"
"06/01/2021","15,850.0","15,525.0","15,850.0","15,501.0","0.12K","2.26%"
"05/31/2021","15,500.0","15,402.0","15,500.0","15,401.0","0.12K","-3.06%"
"05/28/2021","15,990.0","15,990.0","15,990.0","15,990.0","0.02K","2.39%"
"05/27/2021","15,616.0","15,655.0","15,655.0","15,616.0","0.06K","-5.92%"
"05/26/2021","16,599.0","15,500.0","16,599.0","15,500.0","0.08K","5.92%"
"05/24/2021","15,672.0","15,300.0","15,900.0","15,300.0","0.60K","-1.31%"
"05/18/2021","15,879.9","15,875.0","15,879.9","14,772.0","0.20K","5.87%"
"05/03/2021","15,000.0","14,800.0","15,000.0","14,800.0","0.06K","7.14%"
"04/29/2021","14,000.0","14,000.0","14,000.0","14,000.0","0.06K","0.00%"
"04/23/2021","14,000.0","13,800.0","14,000.0","13,800.0","0.04K","0.00%"
"04/13/2021","14,000.0","13,900.0","14,000.0","13,900.0","0.12K","0.00%"
"04/07/2021","14,000.0","14,000.0","14,000.0","14,000.0","0.08K","1.82%"
"04/06/2021","13,750.0","13,750.0","13,750.0","13,310.1","0.02K","1.69%"
"04/01/2021","13,521.0","13,521.0","13,521.0","13,521.0","0.02K","-0.26%"
"03/30/2021","13,556.0","13,556.0","13,556.0","13,556.0","0.02K","-3.17%"
"03/24/2021","14,000.0","13,610.0","14,000.0","13,610.0","0.06K","-3.45%"
"03/22/2021","14,500.0","14,500.0","14,500.0","14,500.0","0.06K","2.11%"
"03/19/2021","14,200.0","14,200.0","14,200.0","14,200.0","0.02K","2.31%"
"03/18/2021","13,880.0","13,880.0","13,880.0","13,880.0","0.10K","-0.86%"
"03/09/2021","14,000.0","14,000.0","14,000.0","14,000.0","0.10K","-3.44%"
"03/03/2021","14,499.0","14,499.0","14,499.0","14,499.0","0.02K","3.56%"
"03/02/2021","14,000.0","14,100.0","14,100.0","14,000.0","0.06K","0.00%"
"03/01/2021","14,000.0","13,800.0","14,000.0","13,800.0","0.06K","3.32%"
"02/17/2021","13,550.0","13,550.0","13,550.0","13,550.0","0.02K","0.00%"
"02/16/2021","13,550.0","13,555.0","13,555.0","13,550.0","0.04K","-3.21%"
"02/09/2021","14,000.0","14,000.0","14,000.0","14,000.0","0.02K","0.00%"
"02/08/2021","14,000.0","14,000.0","14,000.0","14,000.0","0.02K","0.00%"
"02/04/2021","14,000.0","13,851.0","14,000.0","13,851.0","0.06K","-3.45%"
"02/01/2021","14,500.0","14,500.0","14,500.0","14,500.0","0.02K","1.40%"
"01/29/2021","14,300.0","14,300.0","14,300.0","14,300.0","0.02K","-1.38%"
"01/01/2021","14,500.0","14,500.0","14,500.0","14,500.0","0.04K","3.57%"
"12/31/2020","14,000.0","14,000.0","14,000.0","14,000.0","0.02K","3.70%"
"12/30/2020","13,500.0","13,100.0","13,500.0","13,100.0","0.04K","-0.33%"
"12/24/2020","13,545.0","13,025.0","13,545.0","13,025.0","0.10K","7.50%"
"12/21/2020","12,600.0","12,600.0","12,600.0","12,600.0","0.02K","-7.35%"
"12/11/2020","13,600.0","13,600.0","13,600.0","13,600.0","0.02K","-6.21%"
"12/09/2020","14,500.0","14,500.0","14,500.0","14,500.0","0.12K","7.42%"
"11/19/2020","13,498.0","12,850.0","13,499.0","12,850.0","0.08K","5.87%"
"11/16/2020","12,749.0","12,850.0","12,850.0","12,749.0","0.04K","1.99%"
"11/10/2020","12,500.0","12,840.0","12,850.0","12,500.0","0.06K","-3.65%"
"11/06/2020","12,974.0","12,974.0","12,974.0","12,974.0","0.02K","-0.20%"
"11/04/2020","13,000.0","13,000.0","13,000.0","13,000.0","0.02K","0.00%"
"11/03/2020","13,000.0","13,000.0","13,000.0","13,000.0","0.04K","0.00%"
"11/02/2020","13,000.0","12,500.0","13,000.0","12,500.0","0.06K","0.78%"
"10/29/2020","12,900.0","13,001.0","13,001.0","12,860.0","0.06K","-7.19%"
"10/27/2020","13,900.0","13,900.0","13,900.0","13,900.0","0.02K","0.72%"
"10/26/2020","13,800.0","13,800.0","14,500.0","14,500.0","0.02K","0.00%"
"10/20/2020","13,800.0","13,800.0","13,800.0","13,800.0","0.04K","-6.44%"
"10/09/2020","14,749.5","14,499.0","15,000.0","14,499.0","0.04K","-1.67%"
"09/25/2020","15,000.0","15,000.0","15,000.0","15,000.0","0.02K","7.45%"
"09/23/2020","13,960.0","13,950.0","13,980.0","13,950.0","0.10K","-0.14%"
"09/17/2020","13,980.0","13,980.0","13,980.0","13,980.0","0.02K","3.56%"
"09/15/2020","13,500.0","13,500.0","13,500.0","13,500.0","0.02K","0.75%"
"09/14/2020","13,400.0","13,400.0","13,400.0","13,400.0","0.02K","-0.74%"
"09/11/2020","13,500.0","13,500.0","13,500.0","13,500.0","0.02K","4.65%"
"09/10/2020","12,900.0","12,500.0","12,900.0","12,500.0","0.08K","3.20%"
"09/09/2020","12,500.0","12,500.0","12,500.0","12,500.0","0.04K","-2.79%"
"09/08/2020","12,859.0","12,859.0","12,859.0","12,859.0","0.02K","-1.08%"
"09/07/2020","13,000.0","13,000.0","13,000.0","13,000.0","0.02K","4.00%"
"09/04/2020","12,500.0","12,500.0","12,500.0","12,500.0","0.06K","3.02%"
"09/03/2020","12,133.0","10,600.0","12,133.5","10,600.0","0.24K","7.50%"
"09/01/2020","11,287.0","11,000.0","11,287.5","11,000.0","0.34K","7.50%"
"08/27/2020","10,500.0","10,300.0","10,500.0","10,300.0","0.10K","2.95%"
"08/26/2020","10,199.0","10,000.0","10,199.0","9,900.0","0.22K","7.36%"
"08/25/2020","9,500.0","9,500.0","9,500.0","9,500.0","0.04K","0.00%"
"08/21/2020","9,500.0","9,500.0","9,500.0","9,500.0","0.02K","-2.06%"
"08/20/2020","9,700.0","9,890.0","9,890.0","9,700.0","0.04K","1.04%"
"08/19/2020","9,600.0","9,600.0","9,600.0","9,600.0","0.02K","-1.03%"
"08/18/2020","9,700.0","9,999.0","9,999.0","9,700.0","0.04K","-1.02%"
"08/17/2020","9,800.0","9,800.0","9,800.0","9,800.0","0.02K","2.19%"
"08/11/2020","9,590.0","9,590.0","9,590.0","9,590.0","0.04K","6.56%"
"08/10/2020","9,000.0","9,000.0","9,000.0","8,660.0","0.12K","3.99%"
"08/07/2020","8,655.0","8,655.0","8,655.0","8,655.0","0.02K","-6.23%"
"08/03/2020","9,230.0","9,230.0","9,549.0","9,549.0","0.04K","0.00%"
"07/24/2020","9,230.0","9,230.0","9,230.0","9,230.0","0.02K","-3.35%"
